"IID1"	"IID2"	"PI_HAT"
"BadSample_15"	"NA20513"	0.2944
"BadSample_15"	"NA20514"	0.2841
"BadSample_15"	"NA20515"	0.2977
"BadSample_15"	"NA20516"	0.295
"BadSample_15"	"NA20517"	0.296
"BadSample_15"	"NA20518"	0.3023
"BadSample_15"	"NA20519"	0.2846
"BadSample_15"	"NA20520"	0.293
"BadSample_15"	"NA20521"	0.2913
"BadSample_15"	"NA20522"	0.2956
"BadSample_15"	"NA20524"	0.2978
"BadSample_15"	"NA20525"	0.2911
"BadSample_15"	"NA20527"	0.3003
"BadSample_15"	"NA20528"	0.3056
"BadSample_15"	"NA20529"	0.2909
"BadSample_15"	"NA20530"	0.2949
"BadSample_15"	"NA20531"	0.2973
"BadSample_15"	"NA20532"	0.3015
"BadSample_15"	"NA20533"	0.2931
"BadSample_15"	"NA20534"	0.3044
"BadSample_15"	"NA20535"	0.296
"BadSample_15"	"NA20536"	0.2959
"BadSample_15"	"NA20538"	0.2938
"BadSample_15"	"NA20539"	0.2933
"BadSample_15"	"NA20540"	0.3038
"BadSample_15"	"NA20541"	0.293
"BadSample_15"	"NA20542"	0.29
"BadSample_15"	"NA20543"	0.2993
"BadSample_15"	"NA20544"	0.288
"BadSample_15"	"NA20581"	0.2909
"BadSample_15"	"NA20582"	0.2847
"BadSample_15"	"NA20585"	0.2764
"BadSample_15"	"NA20586"	0.3023
"BadSample_15"	"NA20587"	0.295
"BadSample_15"	"NA20588"	0.291
"BadSample_15"	"NA20589"	0.3017
"BadSample_15"	"NA20752"	0.3004
"BadSample_15"	"NA20753"	0.3003
"BadSample_15"	"NA20754"	0.2933
"BadSample_15"	"NA20755"	0.3014
"BadSample_15"	"NA20756"	0.2954
"BadSample_15"	"NA20757"	0.2887
"BadSample_15"	"NA20758"	0.2903
"BadSample_15"	"NA20759"	0.3038
"BadSample_15"	"NA20760"	0.3002
"BadSample_15"	"NA20761"	0.2933
"BadSample_15"	"NA20762"	0.2931
"BadSample_15"	"NA20763"	0.2906
"BadSample_15"	"NA20764"	0.2832
"BadSample_15"	"NA20765"	0.2893
"BadSample_15"	"NA20766"	0.2864
"BadSample_15"	"NA20767"	0.3018
"BadSample_15"	"NA20768"	0.293
"BadSample_15"	"NA20769"	0.3039
"BadSample_15"	"NA20770"	0.3042
"BadSample_15"	"NA20771"	0.3007
"BadSample_15"	"NA20772"	0.2946
"BadSample_15"	"NA20773"	0.2963
"BadSample_15"	"NA20774"	0.2971
"BadSample_15"	"NA20775"	0.2977
"BadSample_15"	"NA20778"	0.295
"BadSample_15"	"NA20783"	0.2973
"BadSample_15"	"NA20785"	0.2984
"BadSample_15"	"NA20786"	0.2803
"BadSample_15"	"NA20787"	0.2813
"BadSample_15"	"NA20790"	0.3018
"BadSample_15"	"NA20792"	0.2966
"BadSample_15"	"NA20795"	0.2952
"BadSample_15"	"NA20796"	0.3007
"BadSample_15"	"NA20797"	0.2869
"BadSample_15"	"NA20798"	0.2925
"BadSample_15"	"NA20799"	0.2921
"BadSample_15"	"NA20800"	0.295
"BadSample_15"	"NA20801"	0.3086
"BadSample_15"	"NA20802"	0.2937
"BadSample_15"	"NA20803"	0.2965
"BadSample_15"	"NA20804"	0.299
"BadSample_15"	"NA20805"	0.2988
"BadSample_15"	"NA20806"	0.2937
"BadSample_15"	"NA20807"	0.2967
"BadSample_15"	"NA20808"	0.289
"BadSample_15"	"NA20809"	0.2921
"BadSample_15"	"NA20810"	0.2996
"BadSample_15"	"NA20811"	0.2981
"BadSample_15"	"NA20812"	0.2891
"BadSample_15"	"NA20813"	0.3042
"BadSample_15"	"NA20814"	0.2919
"BadSample_15"	"NA20815"	0.2946
"BadSample_15"	"NA20818"	0.2876
"BadSample_15"	"NA20819"	0.2915
"BadSample_15"	"NA20821"	0.2843
"BadSample_15"	"NA20822"	0.2962
"BadSample_15"	"NA20826"	0.2987
"BadSample_15"	"NA20827"	0.2998
"BadSample_15"	"NA20828"	0.2913
"BadSample_15"	"NA20832"	0.2968
